instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weather,Temp,Atemp,Humidity,Windspeed,Casual,Registered,Total Rented,NormTemp,NormAtemp,NormHum,NormWindspeed
487,01/05/12,Summer,2012,5,0,Tuesday,1,Mist/Cloudy,25.146653,28.85105,65.9583,10.458432,653,5087,5740,0.613333,0.577021,0.659583,0.156096
488,02/05/12,Summer,2012,5,0,Wednesday,1,Clear/Partly Cloudy,23.130847,26.8948,79.7083,9.249886,667,5502,6169,0.564167,0.537896,0.797083,0.138058
489,03/05/12,Summer,2012,5,0,Thursday,1,Mist/Cloudy,22.96,26.8621,76.8333,8.957632,764,5657,6421,0.56,0.537242,0.768333,0.133696
490,04/05/12,Summer,2012,5,0,Friday,1,Clear/Partly Cloudy,25.7275,29.54585,73.5417,10.916846,1069,5227,6296,0.6275,0.590917,0.735417,0.162938
491,05/05/12,Summer,2012,5,0,Saturday,0,Mist/Cloudy,25.488347,29.2304,75.6667,10.250464,2496,4387,6883,0.621667,0.584608,0.756667,0.152992
492,06/05/12,Summer,2012,5,0,Sunday,0,Mist/Cloudy,23.0625,27.33685,74,10.041893,2135,4224,6359,0.5625,0.546737,0.74,0.149879
493,07/05/12,Summer,2012,5,0,Monday,1,Mist/Cloudy,22.0375,26.3571,66.4167,15.458307,1008,5265,6273,0.5375,0.527142,0.664167,0.230721
494,08/05/12,Summer,2012,5,0,Tuesday,1,Mist/Cloudy,23.848347,27.87355,68.5833,19.833943,738,4990,5728,0.581667,0.557471,0.685833,0.296029
495,09/05/12,Summer,2012,5,0,Wednesday,1,Mist/Cloudy,23.575,27.65125,74.4167,14.499604,620,4097,4717,0.575,0.553025,0.744167,0.216412
496,10/05/12,Summer,2012,5,0,Thursday,1,Clear/Partly Cloudy,20.739153,24.58915,55.2083,21.042221,1026,5546,6572,0.505833,0.491783,0.552083,0.314063
497,11/05/12,Summer,2012,5,0,Friday,1,Clear/Partly Cloudy,21.866653,26.04165,36.0417,15.874779,1319,5711,7030,0.533333,0.520833,0.360417,0.236937
498,12/05/12,Summer,2012,5,0,Saturday,0,Clear/Partly Cloudy,23.130847,27.24085,48.0417,8.249911,2622,4807,7429,0.564167,0.544817,0.480417,0.123133
499,13/05/12,Summer,2012,5,0,Sunday,0,Clear/Partly Cloudy,25.1125,29.2619,57.625,15.082839,2172,3946,6118,0.6125,0.585238,0.57625,0.225117
500,14/05/12,Summer,2012,5,0,Monday,1,Mist/Cloudy,23.506653,27.495,78.9583,14.250364,342,2501,2843,0.573333,0.5499,0.789583,0.212692
501,15/05/12,Summer,2012,5,0,Tuesday,1,Mist/Cloudy,25.078347,28.8202,79.4583,9.875264,625,4490,5115,0.611667,0.576404,0.794583,0.147392
502,16/05/12,Summer,2012,5,0,Wednesday,1,Clear/Partly Cloudy,26.103347,29.79875,69.7917,8.208304,991,6433,7424,0.636667,0.595975,0.697917,0.122512
503,17/05/12,Summer,2012,5,0,Thursday,1,Clear/Partly Cloudy,24.326653,28.63065,52,15.374825,1242,6142,7384,0.593333,0.572613,0.52,0.229475
504,18/05/12,Summer,2012,5,0,Friday,1,Clear/Partly Cloudy,23.130847,27.55605,52.3333,9.166739,1521,6118,7639,0.564167,0.551121,0.523333,0.136817
505,19/05/12,Summer,2012,5,0,Saturday,0,Clear/Partly Cloudy,24.6,28.3454,45.625,5.626325,3410,4884,8294,0.6,0.566908,0.45625,0.083975
506,20/05/12,Summer,2012,5,0,Sunday,0,Clear/Partly Cloudy,25.454153,29.19835,53.0417,17.042589,2704,4425,7129,0.620833,0.583967,0.530417,0.254367
507,21/05/12,Summer,2012,5,0,Monday,1,Mist/Cloudy,24.531653,28.28335,81.125,15.624668,630,3729,4359,0.598333,0.565667,0.81125,0.233204
508,22/05/12,Summer,2012,5,0,Tuesday,1,Mist/Cloudy,25.215,29.04125,76.5833,7.917189,819,5254,6073,0.615,0.580825,0.765833,0.118167
509,23/05/12,Summer,2012,5,0,Wednesday,1,Mist/Cloudy,25.488347,29.2306,77.4583,6.834,766,4494,5260,0.621667,0.584612,0.774583,0.102
510,24/05/12,Summer,2012,5,0,Thursday,1,Clear/Partly Cloudy,26.855,30.335,71.6667,11.584032,1059,5711,6770,0.655,0.6067,0.716667,0.172896
511,25/05/12,Summer,2012,5,0,Friday,1,Clear/Partly Cloudy,27.88,31.37645,74.7083,9.41685,1417,5317,6734,0.68,0.627529,0.747083,0.14055
512,26/05/12,Summer,2012,5,0,Saturday,0,Clear/Partly Cloudy,28.3925,32.1348,73.25,13.332464,2855,3681,6536,0.6925,0.642696,0.7325,0.198992
513,27/05/12,Summer,2012,5,0,Sunday,0,Clear/Partly Cloudy,28.29,32.07125,69.7083,14.416457,3283,3308,6591,0.69,0.641425,0.697083,0.215171
514,28/05/12,Summer,2012,5,1,Monday,0,Clear/Partly Cloudy,29.2125,33.965,67.625,13.166907,2557,3486,6043,0.7125,0.6793,0.67625,0.196521
515,29/05/12,Summer,2012,5,0,Tuesday,1,Clear/Partly Cloudy,29.6225,33.6496,68.4583,19.7918,880,4863,5743,0.7225,0.672992,0.684583,0.2954
516,30/05/12,Summer,2012,5,0,Wednesday,1,Mist/Cloudy,26.923347,30.55645,67,9.000043,745,6110,6855,0.656667,0.611129,0.67,0.134329
517,31/05/12,Summer,2012,5,0,Thursday,1,Clear/Partly Cloudy,27.88,31.56645,49.2917,13.083693,1100,6238,7338,0.68,0.631329,0.492917,0.195279
518,01/06/12,Summer,2012,6,0,Friday,1,Mist/Cloudy,26.820847,30.3981,75.5417,15.916721,533,3594,4127,0.654167,0.607962,0.755417,0.237563
519,02/06/12,Summer,2012,6,0,Saturday,0,Clear/Partly Cloudy,23.916653,28.3144,54.9167,12.499654,2795,5325,8120,0.583333,0.566288,0.549167,0.186562
520,03/06/12,Summer,2012,6,0,Sunday,0,Clear/Partly Cloudy,24.7025,28.75665,49.3333,12.333829,2494,5147,7641,0.6025,0.575133,0.493333,0.184087
521,04/06/12,Summer,2012,6,0,Monday,1,Clear/Partly Cloudy,24.4975,28.91415,48.7083,19.083811,1071,5927,6998,0.5975,0.578283,0.487083,0.284833
522,05/06/12,Summer,2012,6,0,Tuesday,1,Mist/Cloudy,22.174153,26.2946,61.3333,14.041525,968,6033,7001,0.540833,0.525892,0.613333,0.209575
523,06/06/12,Summer,2012,6,0,Wednesday,1,Clear/Partly Cloudy,22.720847,27.1146,61.125,5.167375,1027,6028,7055,0.554167,0.542292,0.61125,0.077125
524,07/06/12,Summer,2012,6,0,Thursday,1,Clear/Partly Cloudy,24.7025,28.4721,56.7083,10.54245,1038,6456,7494,0.6025,0.569442,0.567083,0.15735
525,08/06/12,Summer,2012,6,0,Friday,1,Clear/Partly Cloudy,26.615847,29.8931,46.7917,11.750661,1488,6248,7736,0.649167,0.597862,0.467917,0.175383
526,09/06/12,Summer,2012,6,0,Saturday,0,Clear/Partly Cloudy,29.144153,32.41835,43.7083,9.667229,2708,4790,7498,0.710833,0.648367,0.437083,0.144287
527,10/06/12,Summer,2012,6,0,Sunday,0,Clear/Partly Cloudy,29.793347,33.17585,53.8333,8.959307,2224,4374,6598,0.726667,0.663517,0.538333,0.133721
528,11/06/12,Summer,2012,6,0,Monday,1,Mist/Cloudy,29.554153,32.98605,58.7917,13.916771,1017,5647,6664,0.720833,0.659721,0.587917,0.207713
529,12/06/12,Summer,2012,6,0,Tuesday,1,Mist/Cloudy,26.786653,29.89375,83.3333,14.374582,477,4495,4972,0.653333,0.597875,0.833333,0.214546
530,13/06/12,Summer,2012,6,0,Wednesday,1,Clear/Partly Cloudy,26.889153,30.55585,58.2083,22.999693,1173,6248,7421,0.655833,0.611117,0.582083,0.343279
531,14/06/12,Summer,2012,6,0,Thursday,1,Clear/Partly Cloudy,26.581653,31.21915,56.9583,17.000111,1180,6183,7363,0.648333,0.624383,0.569583,0.253733
532,15/06/12,Summer,2012,6,0,Friday,1,Clear/Partly Cloudy,26.205847,29.9877,58.9583,11.833339,1563,6102,7665,0.639167,0.599754,0.589583,0.176617
533,16/06/12,Summer,2012,6,0,Saturday,0,Clear/Partly Cloudy,25.898347,29.7354,50.4167,11.166689,2963,4739,7702,0.631667,0.594708,0.504167,0.166667
534,17/06/12,Summer,2012,6,0,Sunday,0,Clear/Partly Cloudy,24.2925,28.59875,59.875,9.708568,2634,4344,6978,0.5925,0.571975,0.59875,0.144904
535,18/06/12,Summer,2012,6,0,Monday,1,Mist/Cloudy,23.301653,27.2421,77.7917,11.707982,653,4446,5099,0.568333,0.544842,0.777917,0.174746
536,19/06/12,Summer,2012,6,0,Tuesday,1,Clear/Partly Cloudy,28.221653,32.7346,69,9.917139,968,5857,6825,0.688333,0.654692,0.69,0.148017
537,20/06/12,Summer,2012,6,0,Wednesday,1,Clear/Partly Cloudy,32.0825,36.04875,59.2083,7.625404,872,5339,6211,0.7825,0.720975,0.592083,0.113812
538,21/06/12,Fall,2012,6,0,Thursday,1,Clear/Partly Cloudy,33.039153,37.6271,56.7917,7.958729,778,5127,5905,0.805833,0.752542,0.567917,0.118787
539,22/06/12,Fall,2012,6,0,Friday,1,Clear/Partly Cloudy,31.8775,36.20605,57.375,12.250414,964,4859,5823,0.7775,0.724121,0.57375,0.182842
540,23/06/12,Fall,2012,6,0,Saturday,0,Clear/Partly Cloudy,29.998347,32.6396,53.4583,12.041307,2657,4801,7458,0.731667,0.652792,0.534583,0.179721
541,24/06/12,Fall,2012,6,0,Sunday,0,Clear/Partly Cloudy,30.476653,33.7127,47.9167,9.750175,2551,4340,6891,0.743333,0.674254,0.479167,0.145525
542,25/06/12,Fall,2012,6,0,Monday,1,Clear/Partly Cloudy,29.349153,32.7021,50.4167,20.125661,1139,5640,6779,0.715833,0.654042,0.504167,0.300383
543,26/06/12,Fall,2012,6,0,Tuesday,1,Clear/Partly Cloudy,25.864153,29.7352,37.3333,23.292014,1077,6365,7442,0.630833,0.594704,0.373333,0.347642
544,27/06/12,Fall,2012,6,0,Wednesday,1,Clear/Partly Cloudy,28.5975,32.0396,36,18.208925,1077,6258,7335,0.6975,0.640792,0.36,0.271775
545,28/06/12,Fall,2012,6,0,Thursday,1,Clear/Partly Cloudy,30.715847,33.7756,42.25,11.50055,921,5958,6879,0.749167,0.675512,0.4225,0.17165
546,29/06/12,Fall,2012,6,0,Friday,1,Clear/Partly Cloudy,34.200847,39.33065,48.875,11.082939,829,4634,5463,0.834167,0.786613,0.48875,0.165417
547,30/06/12,Fall,2012,6,0,Saturday,0,Clear/Partly Cloudy,31.365,34.3754,60.125,10.791757,1455,4232,5687,0.765,0.687508,0.60125,0.161071
548,01/07/12,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,33.449153,37.53145,51.875,11.291443,1421,4110,5531,0.815833,0.750629,0.51875,0.168529
549,02/07/12,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,32.048347,35.1019,44.7083,13.082889,904,5323,6227,0.781667,0.702038,0.447083,0.195267
550,03/07/12,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,32.014153,35.1325,49.2083,8.457879,1052,5608,6660,0.780833,0.70265,0.492083,0.126237
551,04/07/12,Fall,2012,7,1,Wednesday,0,Clear/Partly Cloudy,32.355847,36.61685,53.875,9.04165,2562,4841,7403,0.789167,0.732337,0.53875,0.13495
552,05/07/12,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,33.9275,38.06835,45.7917,12.999943,1405,4836,6241,0.8275,0.761367,0.457917,0.194029
553,06/07/12,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,33.961653,37.62665,45.0833,9.791514,1366,4841,6207,0.828333,0.752533,0.450833,0.146142
554,07/07/12,Fall,2012,7,0,Saturday,0,Clear/Partly Cloudy,35.328347,40.24565,49.2083,10.958118,1448,3392,4840,0.861667,0.804913,0.492083,0.163554
555,08/07/12,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,33.7225,39.5198,57.375,8.417143,1203,3469,4672,0.8225,0.790396,0.57375,0.125629
556,09/07/12,Fall,2012,7,0,Monday,1,Mist/Cloudy,29.144153,32.7027,68.3333,12.125325,998,5571,6569,0.710833,0.654054,0.683333,0.180975
557,10/07/12,Fall,2012,7,0,Tuesday,1,Mist/Cloudy,29.554153,33.2398,66.75,10.166379,954,5336,6290,0.720833,0.664796,0.6675,0.151737
558,11/07/12,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,29.383347,32.51355,63.3333,10.166111,975,6289,7264,0.716667,0.650271,0.633333,0.151733
559,12/07/12,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,29.349153,32.73415,52.9583,9.833925,1032,6414,7446,0.715833,0.654683,0.529583,0.146775
560,13/07/12,Fall,2012,7,0,Friday,1,Mist/Cloudy,29.998347,33.39665,48.5833,5.41695,1511,5988,7499,0.731667,0.667933,0.485833,0.08085
561,14/07/12,Fall,2012,7,0,Saturday,0,Mist/Cloudy,28.836653,33.3021,69.9167,9.626493,2355,4614,6969,0.703333,0.666042,0.699167,0.143679
562,15/07/12,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,30.579153,35.2598,71.7917,11.166689,1920,4111,6031,0.745833,0.705196,0.717917,0.166667
563,16/07/12,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,31.296653,36.20625,64.5,11.000529,1088,5742,6830,0.763333,0.724125,0.645,0.164187
564,17/07/12,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,33.551653,37.78415,50.5833,7.666743,921,5865,6786,0.818333,0.755683,0.505833,0.114429
565,18/07/12,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,32.526653,37.27915,57.7083,9.208614,799,4914,5713,0.793333,0.745583,0.577083,0.137442
566,19/07/12,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,31.57,35.7321,60.0417,11.083743,888,5703,6591,0.77,0.714642,0.600417,0.165429
567,20/07/12,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.299153,30.65125,84.4167,14.000789,747,5123,5870,0.665833,0.613025,0.844167,0.208967
568,21/07/12,Fall,2012,7,0,Saturday,0,Light Snow/Rain,24.429153,27.4956,86.5417,14.2911,1264,3195,4459,0.595833,0.549912,0.865417,0.2133
569,22/07/12,Fall,2012,7,0,Sunday,0,Mist/Cloudy,27.3675,31.15625,76.25,6.2926936,2544,4866,7410,0.6675,0.623125,0.7625,0.0939208
570,23/07/12,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,30.408347,34.50085,69.4167,9.291761,1135,5831,6966,0.741667,0.690017,0.694167,0.138683
571,24/07/12,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,30.784153,35.3225,65.5,14.167418,1140,6452,7592,0.750833,0.70645,0.655,0.211454
572,25/07/12,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,29.690847,32.7027,45,11.0416,1383,6790,8173,0.724167,0.654054,0.45,0.1648
573,26/07/12,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,31.843347,36.96315,59.6667,19.082471,1036,5825,6861,0.776667,0.739263,0.596667,0.284813
574,27/07/12,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,32.048347,36.71085,59.4583,10.250464,1259,5645,6904,0.781667,0.734217,0.594583,0.152992
575,28/07/12,Fall,2012,7,0,Saturday,0,Clear/Partly Cloudy,30.989153,34.8802,61.3333,10.54245,2234,4451,6685,0.755833,0.697604,0.613333,0.15735
576,29/07/12,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,29.588347,33.39665,62.375,11.416532,2153,4444,6597,0.721667,0.667933,0.62375,0.170396
577,30/07/12,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,29.964153,34.24935,66.875,10.292339,1040,6065,7105,0.730833,0.684987,0.66875,0.153617
578,31/07/12,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,29.246653,33.1448,70.4167,11.083475,968,6248,7216,0.713333,0.662896,0.704167,0.165425
579,01/08/12,Fall,2012,8,0,Wednesday,1,Clear/Partly Cloudy,29.4175,33.3654,67.75,9.458993,1074,6506,7580,0.7175,0.667308,0.6775,0.141179
580,02/08/12,Fall,2012,8,0,Thursday,1,Clear/Partly Cloudy,30.8525,35.3544,65.9583,8.666718,983,6278,7261,0.7525,0.707088,0.659583,0.129354
581,03/08/12,Fall,2012,8,0,Friday,1,Mist/Cloudy,31.399153,36.14335,64.25,14.458064,1328,5847,7175,0.765833,0.722867,0.6425,0.215792
582,04/08/12,Fall,2012,8,0,Saturday,0,Clear/Partly Cloudy,32.526653,37.56335,61.3333,17.249686,2345,4479,6824,0.793333,0.751267,0.613333,0.257458
583,05/08/12,Fall,2012,8,0,Sunday,0,Clear/Partly Cloudy,31.535847,36.55395,65.25,19.458207,1707,3757,5464,0.769167,0.731079,0.6525,0.290421
584,06/08/12,Fall,2012,8,0,Monday,1,Mist/Cloudy,30.8525,35.5123,65.4167,8.666718,1233,5780,7013,0.7525,0.710246,0.654167,0.129354
585,07/08/12,Fall,2012,8,0,Tuesday,1,Mist/Cloudy,30.169153,34.88105,70.375,7.832836,1278,5995,7273,0.735833,0.697621,0.70375,0.116908
586,08/08/12,Fall,2012,8,0,Wednesday,1,Mist/Cloudy,30.75,35.38585,67.2917,7.4169,1263,6271,7534,0.75,0.707717,0.672917,0.1107
587,09/08/12,Fall,2012,8,0,Thursday,1,Clear/Partly Cloudy,30.989153,34.9754,62.0417,10.4587,1196,6090,7286,0.755833,0.699508,0.620417,0.1561
588,10/08/12,Fall,2012,8,0,Friday,1,Mist/Cloudy,29.349153,33.3971,71.5833,16.000471,1065,4721,5786,0.715833,0.667942,0.715833,0.238813
589,11/08/12,Fall,2012,8,0,Saturday,0,Mist/Cloudy,28.3925,31.91335,73.2917,13.834093,2247,4052,6299,0.6925,0.638267,0.732917,0.206479
590,12/08/12,Fall,2012,8,0,Sunday,0,Clear/Partly Cloudy,28.734153,32.22895,53.0417,8.208304,2182,4362,6544,0.700833,0.644579,0.530417,0.122512
591,13/08/12,Fall,2012,8,0,Monday,1,Clear/Partly Cloudy,29.554153,33.1127,54.5417,9.126204,1207,5676,6883,0.720833,0.662254,0.545417,0.136212
592,14/08/12,Fall,2012,8,0,Tuesday,1,Clear/Partly Cloudy,29.793347,33.83895,68.6667,11.333586,1128,5656,6784,0.726667,0.676779,0.686667,0.169158
593,15/08/12,Fall,2012,8,0,Wednesday,1,Clear/Partly Cloudy,28.973347,32.70185,61.9583,11.374657,1198,6149,7347,0.706667,0.654037,0.619583,0.169771
594,16/08/12,Fall,2012,8,0,Thursday,1,Clear/Partly Cloudy,29.485847,32.7344,51.9167,9.500332,1338,6267,7605,0.719167,0.654688,0.519167,0.141796
595,17/08/12,Fall,2012,8,0,Friday,1,Clear/Partly Cloudy,29.656653,12.12,57.0833,15.500718,1483,5665,7148,0.723333,0.2424,0.570833,0.231354
596,18/08/12,Fall,2012,8,0,Saturday,0,Clear/Partly Cloudy,27.811653,30.90355,60.3333,11.917089,2827,5038,7865,0.678333,0.618071,0.603333,0.177867
597,19/08/12,Fall,2012,8,0,Sunday,0,Mist/Cloudy,26.069153,30.1777,71.1667,5.79215,1208,3341,4549,0.635833,0.603554,0.711667,0.08645
598,20/08/12,Fall,2012,8,0,Monday,1,Mist/Cloudy,26.069153,29.79835,73.4167,8.708593,1026,5504,6530,0.635833,0.595967,0.734167,0.129979
599,21/08/12,Fall,2012,8,0,Tuesday,1,Clear/Partly Cloudy,26.615847,30.05125,67.375,4.8756436,1081,5925,7006,0.649167,0.601025,0.67375,0.0727708
600,22/08/12,Fall,2012,8,0,Wednesday,1,Clear/Partly Cloudy,27.3675,31.0927,67.7083,4.7089811,1094,6281,7375,0.6675,0.621854,0.677083,0.0702833
601,23/08/12,Fall,2012,8,0,Thursday,1,Clear/Partly Cloudy,28.529153,31.8504,63.5833,5.6679186,1363,6402,7765,0.695833,0.637008,0.635833,0.0845958
602,24/08/12,Fall,2012,8,0,Friday,1,Mist/Cloudy,28.8025,32.355,61.5,4.8337686,1325,6257,7582,0.7025,0.6471,0.615,0.0721458
603,25/08/12,Fall,2012,8,0,Saturday,0,Mist/Cloudy,27.128347,30.9348,71.2917,16.375336,1829,4224,6053,0.661667,0.618696,0.712917,0.244408
604,26/08/12,Fall,2012,8,0,Sunday,0,Mist/Cloudy,26.786653,29.7998,84.5833,15.333486,1483,3772,5255,0.653333,0.595996,0.845833,0.228858
605,27/08/12,Fall,2012,8,0,Monday,1,Clear/Partly Cloudy,28.836653,32.7344,73.0417,8.625111,989,5928,6917,0.703333,0.654688,0.730417,0.128733
606,28/08/12,Fall,2012,8,0,Tuesday,1,Clear/Partly Cloudy,29.861653,33.3025,62,12.791975,935,6105,7040,0.728333,0.66605,0.62,0.190925
607,29/08/12,Fall,2012,8,0,Wednesday,1,Clear/Partly Cloudy,28.085,31.78665,55.2083,7.541654,1177,6520,7697,0.685,0.635733,0.552083,0.112562
608,30/08/12,Fall,2012,8,0,Thursday,1,Clear/Partly Cloudy,28.973347,32.63895,59.0417,5.1668189,1172,6541,7713,0.706667,0.652779,0.590417,0.0771167
609,31/08/12,Fall,2012,8,0,Friday,1,Clear/Partly Cloudy,31.330847,34.47,58.75,11.291711,1433,5917,7350,0.764167,0.6894,0.5875,0.168533
610,01/09/12,Fall,2012,9,0,Saturday,0,Mist/Cloudy,30.886653,35.1327,63.8333,7.583529,2352,3788,6140,0.753333,0.702654,0.638333,0.113187
611,02/09/12,Fall,2012,9,0,Sunday,0,Mist/Cloudy,28.563347,32.45,81.5,4.2927436,2613,3197,5810,0.696667,0.649,0.815,0.0640708
612,03/09/12,Fall,2012,9,1,Monday,0,Clear/Partly Cloudy,29.0075,33.08145,79.0833,10.125107,1965,4069,6034,0.7075,0.661629,0.790833,0.151121
613,04/09/12,Fall,2012,9,0,Tuesday,1,Clear/Partly Cloudy,29.759153,34.3444,75.5,15.833507,867,5997,6864,0.725833,0.686888,0.755,0.236321
614,05/09/12,Fall,2012,9,0,Wednesday,1,Clear/Partly Cloudy,30.203347,35.44915,74.125,12.583136,832,6280,7112,0.736667,0.708983,0.74125,0.187808
615,06/09/12,Fall,2012,9,0,Thursday,1,Mist/Cloudy,28.563347,32.76645,81.0417,9.542207,611,5592,6203,0.696667,0.655329,0.810417,0.142421
616,07/09/12,Fall,2012,9,0,Friday,1,Clear/Partly Cloudy,28.836653,32.8602,73.625,11.500282,1045,6459,7504,0.703333,0.657204,0.73625,0.171646
617,08/09/12,Fall,2012,9,0,Saturday,0,Mist/Cloudy,27.025847,30.55605,79.9167,18.833968,1557,4419,5976,0.659167,0.611121,0.799167,0.281104
618,09/09/12,Fall,2012,9,0,Sunday,0,Clear/Partly Cloudy,25.01,28.94625,54.75,15.041232,2570,5657,8227,0.61,0.578925,0.5475,0.224496
619,10/09/12,Fall,2012,9,0,Monday,1,Clear/Partly Cloudy,23.916653,28.2827,50.375,17.333771,1118,6407,7525,0.583333,0.565654,0.50375,0.258713
620,11/09/12,Fall,2012,9,0,Tuesday,1,Clear/Partly Cloudy,23.6775,27.7146,52,6.1676314,1070,6697,7767,0.5775,0.554292,0.52,0.0920542
621,12/09/12,Fall,2012,9,0,Wednesday,1,Clear/Partly Cloudy,24.565847,28.50375,57.7083,8.833682,1050,6820,7870,0.599167,0.570075,0.577083,0.131846
622,13/09/12,Fall,2012,9,0,Thursday,1,Clear/Partly Cloudy,25.1125,28.9779,63.7083,5.5422936,1054,6750,7804,0.6125,0.579558,0.637083,0.0827208
623,14/09/12,Fall,2012,9,0,Friday,1,Clear/Partly Cloudy,25.966653,29.70415,67.25,6.958821,1379,6630,8009,0.633333,0.594083,0.6725,0.103863
624,15/09/12,Fall,2012,9,0,Saturday,0,Clear/Partly Cloudy,24.941653,29.29335,50.1667,16.583907,3160,5554,8714,0.608333,0.585867,0.501667,0.247521
625,16/09/12,Fall,2012,9,0,Sunday,0,Clear/Partly Cloudy,23.78,28.15625,57,6.0422811,2166,5167,7333,0.58,0.563125,0.57,0.0901833
626,17/09/12,Fall,2012,9,0,Monday,1,Mist/Cloudy,23.814153,27.6525,73.4583,10.166714,1022,5847,6869,0.580833,0.55305,0.734583,0.151742
627,18/09/12,Fall,2012,9,0,Tuesday,1,Mist/Cloudy,25.556653,28.25335,87.25,23.958329,371,3702,4073,0.623333,0.565067,0.8725,0.357587
628,19/09/12,Fall,2012,9,0,Wednesday,1,Clear/Partly Cloudy,22.6525,27.0202,53.6667,14.416725,788,6803,7591,0.5525,0.540404,0.536667,0.215175
629,20/09/12,Fall,2012,9,0,Thursday,1,Clear/Partly Cloudy,22.413347,26.6096,61.8333,7.917189,939,6781,7720,0.546667,0.532192,0.618333,0.118167
630,21/09/12,Fall,2012,9,0,Friday,1,Clear/Partly Cloudy,24.565847,28.59855,66.875,10.333343,1250,6917,8167,0.599167,0.571971,0.66875,0.154229
631,22/09/12,Fall,2012,9,0,Saturday,0,Clear/Partly Cloudy,26.65,30.5244,64.6667,19.000061,2512,5883,8395,0.65,0.610488,0.646667,0.283583
632,23/09/12,Winter,2012,9,0,Sunday,0,Clear/Partly Cloudy,21.695847,25.94665,46.7083,14.958286,2454,5453,7907,0.529167,0.518933,0.467083,0.223258
633,24/09/12,Winter,2012,9,0,Monday,1,Clear/Partly Cloudy,21.080847,25.12565,49.2917,9.541068,1001,6435,7436,0.514167,0.502513,0.492917,0.142404
634,25/09/12,Winter,2012,9,0,Tuesday,1,Clear/Partly Cloudy,22.55,27.20895,57,15.833507,845,6693,7538,0.55,0.544179,0.57,0.236321
635,26/09/12,Winter,2012,9,0,Wednesday,1,Clear/Partly Cloudy,26.035,29.83065,63.0833,16.3748,787,6946,7733,0.635,0.596613,0.630833,0.2444
636,27/09/12,Winter,2012,9,0,Thursday,1,Mist/Cloudy,26.65,30.39875,69.0833,9.000914,751,6642,7393,0.65,0.607975,0.690833,0.134342
637,28/09/12,Winter,2012,9,0,Friday,1,Mist/Cloudy,25.385847,29.29315,69,10.999993,1045,6370,7415,0.619167,0.585863,0.69,0.164179
638,29/09/12,Winter,2012,9,0,Saturday,0,Clear/Partly Cloudy,22.2425,26.5148,54.2917,15.249468,2589,5966,8555,0.5425,0.530296,0.542917,0.227604
639,30/09/12,Winter,2012,9,0,Sunday,0,Clear/Partly Cloudy,21.593347,25.88315,58.3333,9.042186,2015,4874,6889,0.526667,0.517663,0.583333,0.134958
640,01/10/12,Winter,2012,10,0,Monday,1,Mist/Cloudy,21.354153,25.6,64.9167,6.0838814,763,6015,6778,0.520833,0.512,0.649167,0.0908042
641,02/10/12,Winter,2012,10,0,Tuesday,1,Light Snow/Rain,24.224153,27.11665,87.1667,6.999825,315,4324,4639,0.590833,0.542333,0.871667,0.104475
642,03/10/12,Winter,2012,10,0,Wednesday,1,Mist/Cloudy,26.9575,29.95665,79.375,4.4585686,728,6844,7572,0.6575,0.599133,0.79375,0.0665458
643,04/10/12,Winter,2012,10,0,Thursday,1,Mist/Cloudy,26.9575,30.39875,72.2917,7.875582,891,6437,7328,0.6575,0.607975,0.722917,0.117546
644,05/10/12,Winter,2012,10,0,Friday,1,Clear/Partly Cloudy,25.215,29.00935,62.75,7.12545,1516,6640,8156,0.615,0.580187,0.6275,0.10635
645,06/10/12,Winter,2012,10,0,Saturday,0,Clear/Partly Cloudy,22.720847,26.92605,66.4167,17.957675,3031,4934,7965,0.554167,0.538521,0.664167,0.268025
646,07/10/12,Winter,2012,10,0,Sunday,0,Mist/Cloudy,17.049153,20.99065,70.8333,9.457854,781,2729,3510,0.415833,0.419813,0.708333,0.141162
647,08/10/12,Winter,2012,10,1,Monday,0,Mist/Cloudy,15.716653,19.3804,70.9583,12.708493,874,4604,5478,0.383333,0.387608,0.709583,0.189679
